start_id,start_vertex_type,end_id,end_vertex_type,fe,co2
686,Car,35,Engine,26,342
687,Car,36,Engine,28.34,316
688,Car,5,Engine,50.48,177
689,Car,33,Engine,24.83,357
690,Car,12,Engine,21.85,407
691,Car,48,Engine,19,469
692,Car,2,Engine,25.22,353
692,Car,6,Engine,25.6,344
693,Car,4,Engine,43.23,203
694,Car,3,Engine,32.96,269.5
695,Car,40,Engine,26.93,332
695,Car,36,Engine,31.39,284.5
696,Car,50,Engine,21.27,412
697,Car,33,Engine,22.78,394
698,Car,12,Engine,21.45,414
699,Car,47,Engine,20.39,439
699,Car,40,Engine,24.86,360
700,Car,36,Engine,27.94,322
700,Car,6,Engine,33.01,271
701,Car,14,Engine,21.38,416
702,Car,35,Engine,33.23,268
703,Car,47,Engine,20.3,440
703,Car,46,Engine,22.02,404
704,Car,33,Engine,26.44,333
705,Car,4,Engine,29,307
706,Car,33,Engine,26,341
707,Car,48,Engine,20,445
708,Car,50,Engine,26.06,337
709,Car,6,Engine,27.76,321.5
710,Car,14,Engine,21.77,407
711,Car,33,Engine,28.2,314
712,Car,50,Engine,24.16,425
712,Car,19,Engine,16.33,544.5
712,Car,16,Engine,16.74,530.5
713,Car,34,Engine,22.72,391
714,Car,23,Engine,14.99,596
715,Car,8,Engine,52,170
716,Car,61,Engine,20.9,426
717,Car,58,Engine,14.4,616
718,Car,50,Engine,23,442
718,Car,19,Engine,16.33,544.5
718,Car,16,Engine,16.74,530.5
719,Car,33,Engine,32.34,273
720,Car,33,Engine,26.42,336
721,Car,35,Engine,27.24,327
722,Car,40,Engine,24.85,360
722,Car,4,Engine,26.17,342
723,Car,33,Engine,27.57,321
724,Car,14,Engine,21.77,407
725,Car,47,Engine,15.16,587
726,Car,49,Engine,17.41,517
727,Car,6,Engine,51.87,172
728,Car,34,Engine,21.5,413.5
729,Car,28,Engine,15.11,587
730,Car,15,Engine,21.97,407
731,Car,33,Engine,24.92,355
732,Car,50,Engine,19.59,456.5
733,Car,23,Engine,14.99,596
734,Car,36,Engine,31.62,283
735,Car,40,Engine,26.72,335
735,Car,36,Engine,30.51,293
735,Car,4,Engine,31.18,287.5
736,Car,14,Engine,21.71,407
737,Car,51,Engine,16.32,541
738,Car,53,Engine,14.99,586
739,Car,46,Engine,21.03,423
739,Car,33,Engine,23.16,384
740,Car,11,Engine,19.74,448
741,Car,33,Engine,24.94,354
742,Car,54,Engine,16,553
743,Car,50,Engine,20.71,433
744,Car,2,Engine,23.55,378
745,Car,61,Engine,20.91,427
746,Car,33,Engine,23.64,375
747,Car,50,Engine,27.4,322
748,Car,50,Engine,19.38,453
749,Car,32,Engine,23.39,435
749,Car,12,Engine,20.89,424
749,Car,4,Engine,21.53,413
750,Car,33,Engine,26.91,327
751,Car,33,Engine,27.53,319
752,Car,29,Engine,31.67,278.5
753,Car,61,Engine,21.79,408
754,Car,4,Engine,25.64,349
755,Car,44,Engine,18.51,477
756,Car,33,Engine,24.03,369
757,Car,50,Engine,26.29,394
757,Car,41,Engine,20.19,441
757,Car,16,Engine,17.51,507.8
758,Car,61,Engine,20.91,427
759,Car,4,Engine,27.54,323
760,Car,6,Engine,33.67,265
761,Car,33,Engine,24.15,366
762,Car,6,Engine,30.44,291
763,Car,35,Engine,33.07,269
763,Car,6,Engine,31.23,283.33
764,Car,33,Engine,24.11,369
765,Car,33,Engine,25.53,346
766,Car,33,Engine,22.62,396
767,Car,33,Engine,23.07,383
768,Car,35,Engine,33,268
768,Car,6,Engine,47.39,186
769,Car,6,Engine,31.49,283
770,Car,24,Engine,11.12,787
771,Car,50,Engine,24.46,362
772,Car,46,Engine,19.48,456
772,Car,34,Engine,20.27,438
773,Car,4,Engine,28.57,310
774,Car,53,Engine,19.45,454
775,Car,15,Engine,22.53,395
776,Car,55,Engine,17.03,522
777,Car,12,Engine,21.41,415
778,Car,50,Engine,24.34,363
779,Car,6,Engine,32.49,271
780,Car,33,Engine,24.76,356
781,Car,33,Engine,22.85,393
782,Car,37,Engine,25.81,343
782,Car,4,Engine,28.79,308
783,Car,50,Engine,16.92,519
784,Car,36,Engine,29.58,303
784,Car,6,Engine,35.62,250.5
785,Car,33,Engine,29.28,300
786,Car,33,Engine,23.77,370
787,Car,33,Engine,25.2,352
788,Car,28,Engine,19.38,460
789,Car,33,Engine,25.85,341
790,Car,33,Engine,28.21,312
791,Car,35,Engine,31.11,286
792,Car,31,Engine,27.23,324
793,Car,14,Engine,21.82,405
794,Car,25,Engine,21.37,415
795,Car,18,Engine,15.12,584
796,Car,50,Engine,24.34,363
797,Car,33,Engine,23.01,387
797,Car,12,Engine,20,445
798,Car,33,Engine,26.38,335
799,Car,33,Engine,23,385
800,Car,21,Engine,16.27,542
801,Car,40,Engine,23.89,370
801,Car,4,Engine,26.23,337
802,Car,8,Engine,52,170
803,Car,33,Engine,25.68,346
804,Car,1,Engine,37.64,234.5
805,Car,25,Engine,21.37,415
806,Car,33,Engine,28.35,312
807,Car,4,Engine,28.66,310
808,Car,32,Engine,23.39,435
808,Car,12,Engine,20.89,424
808,Car,4,Engine,21.53,413
809,Car,5,Engine,35.75,250
810,Car,54,Engine,16.35,541
811,Car,17,Engine,14.93,604
812,Car,33,Engine,21.38,421
812,Car,2,Engine,23.16,389
813,Car,28,Engine,16.44,540
814,Car,12,Engine,20.78,427
815,Car,37,Engine,23.08,384
816,Car,29,Engine,31.67,278.5
817,Car,25,Engine,23.05,384
818,Car,54,Engine,16.55,533
819,Car,23,Engine,15.42,572
820,Car,61,Engine,20.58,433
821,Car,50,Engine,21,423
821,Car,26,Engine,15.69,565
822,Car,5,Engine,53.97,165
823,Car,50,Engine,18.63,472
824,Car,45,Engine,19.85,451
824,Car,40,Engine,23.6,380
825,Car,47,Engine,20.94,428
825,Car,40,Engine,23.07,388
826,Car,4,Engine,35.02,253
