start_id,start_vertex_type,end_id,end_vertex_type,fe,co2
463,vt_car,4,vt_engine,43.63,201
464,vt_car,54,vt_engine,17.65,504
465,vt_car,36,vt_engine,33.95,264
466,vt_car,50,vt_engine,24.34,363
467,vt_car,4,vt_engine,37.31,237
468,vt_car,50,vt_engine,22.64,388
469,vt_car,26,vt_engine,15.05,592
470,vt_car,30,vt_engine,30.06,296
470,vt_car,31,vt_engine,29.89,297
471,vt_car,53,vt_engine,16.91,523
472,vt_car,33,vt_engine,23.05,384.5
473,vt_car,4,vt_engine,51.75,170
474,vt_car,5,vt_engine,36.28,248
475,vt_car,50,vt_engine,22,405
476,vt_car,50,vt_engine,21.23,419
477,vt_car,33,vt_engine,24.47,361
478,vt_car,12,vt_engine,21.2,419
478,vt_car,33,vt_engine,24,370
479,vt_car,33,vt_engine,23.55,374
480,vt_car,4,vt_engine,27.11,328
481,vt_car,34,vt_engine,20.2,439
482,vt_car,14,vt_engine,25.07,352
483,vt_car,6,vt_engine,42.06,209
484,vt_car,33,vt_engine,24.65,361
485,vt_car,61,vt_engine,20.58,433
486,vt_car,6,vt_engine,26.6,331
486,vt_car,2,vt_engine,25,354
487,vt_car,4,vt_engine,35.03,253
488,vt_car,14,vt_engine,21.27,419
489,vt_car,7,vt_engine,51.98,170
490,vt_car,28,vt_engine,18.45,481
491,vt_car,39,vt_engine,26,342
492,vt_car,33,vt_engine,21.62,410
493,vt_car,58,vt_engine,14.53,610
494,vt_car,11,vt_engine,17.04,517
495,vt_car,18,vt_engine,14.88,595
495,vt_car,50,vt_engine,17.05,521
496,vt_car,33,vt_engine,26.58,333
496,vt_car,50,vt_engine,21.93,405
497,vt_car,33,vt_engine,29.1,305.5
498,vt_car,33,vt_engine,24.93,352
499,vt_car,6,vt_engine,34.71,256
500,vt_car,35,vt_engine,27,330
501,vt_car,50,vt_engine,22.86,388
502,vt_car,28,vt_engine,18.45,481
503,vt_car,50,vt_engine,23,388
504,vt_car,47,vt_engine,17.19,523
505,vt_car,6,vt_engine,27.43,326
505,vt_car,4,vt_engine,29.4,302
506,vt_car,2,vt_engine,24.87,358
507,vt_car,12,vt_engine,20.83,428
507,vt_car,19,vt_engine,19.11,464.5
507,vt_car,26,vt_engine,15.68,566.5
507,vt_car,33,vt_engine,23.62,371.5
508,vt_car,22,vt_engine,17.87,497
508,vt_car,34,vt_engine,23,386
509,vt_car,10,vt_engine,27.38,324
510,vt_car,61,vt_engine,19.13,462
511,vt_car,34,vt_engine,21.39,415.5
512,vt_car,33,vt_engine,28.08,313
513,vt_car,4,vt_engine,30.08,294
514,vt_car,15,vt_engine,20,444
515,vt_car,4,vt_engine,26.24,338
516,vt_car,50,vt_engine,20,442
517,vt_car,12,vt_engine,20.52,433
517,vt_car,33,vt_engine,23,386
518,vt_car,14,vt_engine,22.93,385
519,vt_car,22,vt_engine,18.35,488
519,vt_car,45,vt_engine,19.53,460
520,vt_car,61,vt_engine,22.27,402
521,vt_car,6,vt_engine,28.81,305
522,vt_car,53,vt_engine,18.21,485
523,vt_car,50,vt_engine,18.44,474
524,vt_car,50,vt_engine,25.89,340
525,vt_car,54,vt_engine,15.63,565
526,vt_car,14,vt_engine,23,387
527,vt_car,2,vt_engine,23.46,380
528,vt_car,19,vt_engine,15.82,561.5
528,vt_car,50,vt_engine,22,462
529,vt_car,33,vt_engine,24.13,369
529,vt_car,34,vt_engine,24.09,371
530,vt_car,33,vt_engine,24.83,355
531,vt_car,33,vt_engine,26.65,332
532,vt_car,33,vt_engine,28.21,312
533,vt_car,50,vt_engine,19.36,470
534,vt_car,50,vt_engine,16.92,519
535,vt_car,41,vt_engine,22.96,385
535,vt_car,43,vt_engine,18.38,483
536,vt_car,4,vt_engine,28.35,311
537,vt_car,50,vt_engine,24.98,351
538,vt_car,48,vt_engine,20,441
539,vt_car,29,vt_engine,33.29,271
540,vt_car,12,vt_engine,20.46,435
540,vt_car,33,vt_engine,22.77,391
541,vt_car,54,vt_engine,16.91,522
542,vt_car,12,vt_engine,21.8,407
542,vt_car,17,vt_engine,18.75,478.5
542,vt_car,50,vt_engine,26.05,390
543,vt_car,61,vt_engine,19.79,449
544,vt_car,12,vt_engine,20.25,441
544,vt_car,18,vt_engine,14.26,623
544,vt_car,33,vt_engine,22,404
545,vt_car,33,vt_engine,26.95,330
545,vt_car,48,vt_engine,20.31,436
546,vt_car,48,vt_engine,20.62,431
547,vt_car,33,vt_engine,26.01,340
548,vt_car,44,vt_engine,19.13,461
549,vt_car,50,vt_engine,22,404
550,vt_car,35,vt_engine,34.51,257.5
551,vt_car,16,vt_engine,15.52,585
552,vt_car,22,vt_engine,18.04,489
553,vt_car,53,vt_engine,18.21,485
554,vt_car,48,vt_engine,18.16,490
555,vt_car,33,vt_engine,23.32,380
