start_id,start_vertex_type,end_id,end_vertex_type,fe,co2
556,vt_car,33,vt_engine,25.77,343
557,vt_car,29,vt_engine,28,318
557,vt_car,33,vt_engine,25.6,347
558,vt_car,40,vt_engine,21.29,416.5
559,vt_car,53,vt_engine,14.99,586
560,vt_car,4,vt_engine,29.83,296
561,vt_car,33,vt_engine,29.82,298
562,vt_car,16,vt_engine,16.61,536.38
562,vt_car,19,vt_engine,16.42,542
562,vt_car,41,vt_engine,18.09,490.5
562,vt_car,50,vt_engine,23.83,427
563,vt_car,22,vt_engine,17.48,508
564,vt_car,12,vt_engine,22.78,389
564,vt_car,17,vt_engine,19.06,466
564,vt_car,18,vt_engine,17.94,495
565,vt_car,35,vt_engine,27,327
566,vt_car,33,vt_engine,25.79,345
567,vt_car,27,vt_engine,14.09,631
568,vt_car,33,vt_engine,24.01,373
569,vt_car,14,vt_engine,18.31,483
570,vt_car,22,vt_engine,18.59,481
570,vt_car,45,vt_engine,19.49,459
571,vt_car,28,vt_engine,17.47,509
572,vt_car,16,vt_engine,15.81,561.5
572,vt_car,19,vt_engine,15.82,561.5
572,vt_car,50,vt_engine,22,462
573,vt_car,14,vt_engine,24,370
574,vt_car,6,vt_engine,28.77,309.5
575,vt_car,12,vt_engine,22.78,389
575,vt_car,17,vt_engine,18.51,480
575,vt_car,18,vt_engine,17.43,509
576,vt_car,50,vt_engine,22.1,399
577,vt_car,35,vt_engine,30,294
578,vt_car,33,vt_engine,23.9,371
579,vt_car,54,vt_engine,19.27,462
580,vt_car,12,vt_engine,21.41,415
581,vt_car,38,vt_engine,26.03,347
582,vt_car,33,vt_engine,27.74,318
583,vt_car,23,vt_engine,14.99,596
584,vt_car,50,vt_engine,15.36,577
585,vt_car,61,vt_engine,20.91,427
586,vt_car,50,vt_engine,17.81,495
587,vt_car,49,vt_engine,17.11,521
588,vt_car,54,vt_engine,17.66,505
589,vt_car,17,vt_engine,17.04,520
590,vt_car,2,vt_engine,23.78,374
591,vt_car,33,vt_engine,27.88,316
592,vt_car,6,vt_engine,32.48,275.5
593,vt_car,50,vt_engine,24.96,352
594,vt_car,33,vt_engine,28.68,309
595,vt_car,12,vt_engine,21.31,417
595,vt_car,33,vt_engine,24.46,368
596,vt_car,33,vt_engine,25.39,350
597,vt_car,33,vt_engine,25.68,345
598,vt_car,28,vt_engine,16.45,545
598,vt_car,33,vt_engine,19.06,466
599,vt_car,36,vt_engine,34.9,257
600,vt_car,33,vt_engine,28.24,314
601,vt_car,39,vt_engine,27,329
602,vt_car,14,vt_engine,29.76,297
603,vt_car,33,vt_engine,25,353
604,vt_car,50,vt_engine,24.04,423
605,vt_car,12,vt_engine,21.37,416
606,vt_car,24,vt_engine,10.92,802
607,vt_car,33,vt_engine,23.77,370
608,vt_car,20,vt_engine,16.17,558
609,vt_car,54,vt_engine,16.12,556
610,vt_car,12,vt_engine,21.29,417
611,vt_car,33,vt_engine,20.86,425
612,vt_car,6,vt_engine,29.88,301
612,vt_car,36,vt_engine,28.8,309
613,vt_car,37,vt_engine,23.5,377
614,vt_car,29,vt_engine,31,287
615,vt_car,50,vt_engine,20.02,444.5
616,vt_car,56,vt_engine,14.12,624
617,vt_car,20,vt_engine,16.13,552
618,vt_car,44,vt_engine,21.12,432
619,vt_car,25,vt_engine,23.79,372
620,vt_car,50,vt_engine,18.7,472
621,vt_car,53,vt_engine,16.91,522
622,vt_car,23,vt_engine,15.42,572
623,vt_car,53,vt_engine,16.91,522
624,vt_car,33,vt_engine,26.31,334
625,vt_car,4,vt_engine,22.46,396
626,vt_car,11,vt_engine,19.74,448
627,vt_car,6,vt_engine,31.2,284
628,vt_car,50,vt_engine,18.48,477
629,vt_car,48,vt_engine,20,441
630,vt_car,4,vt_engine,30.68,290
630,vt_car,33,vt_engine,28.61,311
631,vt_car,42,vt_engine,22.96,383
632,vt_car,56,vt_engine,14.12,624
633,vt_car,33,vt_engine,26.76,329
634,vt_car,33,vt_engine,20.86,425
635,vt_car,33,vt_engine,24.94,357
636,vt_car,50,vt_engine,19.36,469
637,vt_car,50,vt_engine,19.79,451
638,vt_car,6,vt_engine,31.01,287
638,vt_car,4,vt_engine,29.55,300
639,vt_car,33,vt_engine,23.67,373
640,vt_car,33,vt_engine,22.89,387
641,vt_car,44,vt_engine,20.65,430.33
642,vt_car,50,vt_engine,23.28,379
643,vt_car,50,vt_engine,22.64,388
644,vt_car,33,vt_engine,29.1,305.5
645,vt_car,33,vt_engine,24.41,364
645,vt_car,48,vt_engine,19.14,463
646,vt_car,52,vt_engine,15.68,562
647,vt_car,35,vt_engine,28,318
648,vt_car,34,vt_engine,18.1,494
648,vt_car,46,vt_engine,16.74,531
649,vt_car,18,vt_engine,14.73,602
649,vt_car,50,vt_engine,16.5,537
650,vt_car,33,vt_engine,26.23,337
651,vt_car,12,vt_engine,22.6,394
651,vt_car,50,vt_engine,26.47,384
652,vt_car,4,vt_engine,28,315
653,vt_car,53,vt_engine,17.68,508
654,vt_car,50,vt_engine,18.63,472
655,vt_car,50,vt_engine,18.7,470
656,vt_car,34,vt_engine,22.82,392
657,vt_car,33,vt_engine,26.95,328
658,vt_car,40,vt_engine,22.75,394
659,vt_car,33,vt_engine,23.29,385
659,vt_car,45,vt_engine,20.02,447
660,vt_car,14,vt_engine,21.99,407
661,vt_car,54,vt_engine,16.51,533
662,vt_car,12,vt_engine,19.33,460
662,vt_car,33,vt_engine,22.25,411
663,vt_car,26,vt_engine,11.89,748
664,vt_car,50,vt_engine,24.04,436
665,vt_car,50,vt_engine,22.86,388
666,vt_car,17,vt_engine,18.44,480
667,vt_car,33,vt_engine,26.8,331
668,vt_car,33,vt_engine,24.91,364
669,vt_car,57,vt_engine,15.53,570
670,vt_car,33,vt_engine,25.39,350
671,vt_car,6,vt_engine,25.06,355
671,vt_car,4,vt_engine,22.16,401
672,vt_car,6,vt_engine,31.88,281
672,vt_car,36,vt_engine,31.56,284
673,vt_car,12,vt_engine,20.24,448
674,vt_car,16,vt_engine,15.91,559.5
675,vt_car,50,vt_engine,25.44,348
676,vt_car,26,vt_engine,15.9,556.5
677,vt_car,12,vt_engine,19.72,450
677,vt_car,17,vt_engine,17.12,519
678,vt_car,47,vt_engine,19.1,465
679,vt_car,24,vt_engine,13.54,652
680,vt_car,38,vt_engine,24.31,372
681,vt_car,33,vt_engine,28.24,315
682,vt_car,58,vt_engine,13.86,636
683,vt_car,54,vt_engine,17.23,525
684,vt_car,50,vt_engine,19,466
685,vt_car,50,vt_engine,22.89,383
686,vt_car,35,vt_engine,26,342
687,vt_car,36,vt_engine,28.34,316
688,vt_car,5,vt_engine,50.48,177
689,vt_car,33,vt_engine,24.83,357
690,vt_car,12,vt_engine,21.85,407
691,vt_car,48,vt_engine,19,469
692,vt_car,6,vt_engine,25.6,344
692,vt_car,2,vt_engine,25.22,353
693,vt_car,4,vt_engine,43.23,203
694,vt_car,3,vt_engine,32.96,269.5
695,vt_car,36,vt_engine,31.39,284.5
695,vt_car,40,vt_engine,26.93,332
696,vt_car,50,vt_engine,21.27,412
697,vt_car,33,vt_engine,22.78,394
698,vt_car,12,vt_engine,21.45,414
699,vt_car,40,vt_engine,24.86,360
699,vt_car,47,vt_engine,20.39,439
700,vt_car,6,vt_engine,33.01,271
700,vt_car,36,vt_engine,27.94,322
701,vt_car,14,vt_engine,21.38,416
702,vt_car,35,vt_engine,33.23,268
703,vt_car,46,vt_engine,22.02,404
703,vt_car,47,vt_engine,20.3,440
704,vt_car,33,vt_engine,26.44,333
705,vt_car,4,vt_engine,29,307
706,vt_car,33,vt_engine,26,341
707,vt_car,48,vt_engine,20,445
708,vt_car,50,vt_engine,26.06,337
709,vt_car,6,vt_engine,27.76,321.5
710,vt_car,14,vt_engine,21.77,407
711,vt_car,33,vt_engine,28.2,314
712,vt_car,16,vt_engine,16.74,530.5
712,vt_car,19,vt_engine,16.33,544.5
712,vt_car,50,vt_engine,24.16,425
713,vt_car,34,vt_engine,22.72,391
714,vt_car,23,vt_engine,14.99,596
715,vt_car,8,vt_engine,52,170
716,vt_car,61,vt_engine,20.9,426
717,vt_car,58,vt_engine,14.4,616
718,vt_car,16,vt_engine,16.74,530.5
718,vt_car,19,vt_engine,16.33,544.5
718,vt_car,50,vt_engine,23,442
719,vt_car,33,vt_engine,32.34,273
720,vt_car,33,vt_engine,26.42,336
721,vt_car,35,vt_engine,27.24,327
722,vt_car,4,vt_engine,26.17,342
722,vt_car,40,vt_engine,24.85,360
723,vt_car,33,vt_engine,27.57,321
724,vt_car,14,vt_engine,21.77,407
725,vt_car,47,vt_engine,15.16,587
726,vt_car,49,vt_engine,17.41,517
727,vt_car,6,vt_engine,51.87,172
728,vt_car,34,vt_engine,21.5,413.5
729,vt_car,28,vt_engine,15.11,587
730,vt_car,15,vt_engine,21.97,407
731,vt_car,33,vt_engine,24.92,355
732,vt_car,50,vt_engine,19.59,456.5
733,vt_car,23,vt_engine,14.99,596
734,vt_car,36,vt_engine,31.62,283
735,vt_car,4,vt_engine,31.18,287.5
735,vt_car,36,vt_engine,30.51,293
735,vt_car,40,vt_engine,26.72,335
736,vt_car,14,vt_engine,21.71,407
737,vt_car,51,vt_engine,16.32,541
738,vt_car,53,vt_engine,14.99,586
739,vt_car,33,vt_engine,23.16,384
739,vt_car,46,vt_engine,21.03,423
740,vt_car,11,vt_engine,19.74,448
741,vt_car,33,vt_engine,24.94,354
742,vt_car,54,vt_engine,16,553
743,vt_car,50,vt_engine,20.71,433
744,vt_car,2,vt_engine,23.55,378
745,vt_car,61,vt_engine,20.91,427
746,vt_car,33,vt_engine,23.64,375
747,vt_car,50,vt_engine,27.4,322
748,vt_car,50,vt_engine,19.38,453
749,vt_car,4,vt_engine,21.53,413
749,vt_car,12,vt_engine,20.89,424
749,vt_car,32,vt_engine,23.39,435
750,vt_car,33,vt_engine,26.91,327
751,vt_car,33,vt_engine,27.53,319
752,vt_car,29,vt_engine,31.67,278.5
753,vt_car,61,vt_engine,21.79,408
754,vt_car,4,vt_engine,25.64,349
755,vt_car,44,vt_engine,18.51,477
756,vt_car,33,vt_engine,24.03,369
757,vt_car,16,vt_engine,17.51,507.8
757,vt_car,41,vt_engine,20.19,441
757,vt_car,50,vt_engine,26.29,394
758,vt_car,61,vt_engine,20.91,427
759,vt_car,4,vt_engine,27.54,323
760,vt_car,6,vt_engine,33.67,265
761,vt_car,33,vt_engine,24.15,366
762,vt_car,6,vt_engine,30.44,291
763,vt_car,6,vt_engine,31.23,283.33
763,vt_car,35,vt_engine,33.07,269
764,vt_car,33,vt_engine,24.11,369
765,vt_car,33,vt_engine,25.53,346
766,vt_car,33,vt_engine,22.62,396
767,vt_car,33,vt_engine,23.07,383
768,vt_car,6,vt_engine,47.39,186
768,vt_car,35,vt_engine,33,268
769,vt_car,6,vt_engine,31.49,283
770,vt_car,24,vt_engine,11.12,787
771,vt_car,50,vt_engine,24.46,362
772,vt_car,34,vt_engine,20.27,438
772,vt_car,46,vt_engine,19.48,456
773,vt_car,4,vt_engine,28.57,310
774,vt_car,53,vt_engine,19.45,454
775,vt_car,15,vt_engine,22.53,395
776,vt_car,55,vt_engine,17.03,522
777,vt_car,12,vt_engine,21.41,415
778,vt_car,50,vt_engine,24.34,363
779,vt_car,6,vt_engine,32.49,271
780,vt_car,33,vt_engine,24.76,356
781,vt_car,33,vt_engine,22.85,393
782,vt_car,4,vt_engine,28.79,308
782,vt_car,37,vt_engine,25.81,343
783,vt_car,50,vt_engine,16.92,519
784,vt_car,6,vt_engine,35.62,250.5
784,vt_car,36,vt_engine,29.58,303
785,vt_car,33,vt_engine,29.28,300
786,vt_car,33,vt_engine,23.77,370
787,vt_car,33,vt_engine,25.2,352
788,vt_car,28,vt_engine,19.38,460
789,vt_car,33,vt_engine,25.85,341
790,vt_car,33,vt_engine,28.21,312
791,vt_car,35,vt_engine,31.11,286
792,vt_car,31,vt_engine,27.23,324
793,vt_car,14,vt_engine,21.82,405
794,vt_car,25,vt_engine,21.37,415
795,vt_car,18,vt_engine,15.12,584
796,vt_car,50,vt_engine,24.34,363
797,vt_car,12,vt_engine,20,445
797,vt_car,33,vt_engine,23.01,387
798,vt_car,33,vt_engine,26.38,335
799,vt_car,33,vt_engine,23,385
800,vt_car,21,vt_engine,16.27,542
801,vt_car,4,vt_engine,26.23,337
801,vt_car,40,vt_engine,23.89,370
802,vt_car,8,vt_engine,52,170
803,vt_car,33,vt_engine,25.68,346
804,vt_car,1,vt_engine,37.64,234.5
805,vt_car,25,vt_engine,21.37,415
806,vt_car,33,vt_engine,28.35,312
807,vt_car,4,vt_engine,28.66,310
808,vt_car,4,vt_engine,21.53,413
808,vt_car,12,vt_engine,20.89,424
808,vt_car,32,vt_engine,23.39,435
809,vt_car,5,vt_engine,35.75,250
810,vt_car,54,vt_engine,16.35,541
811,vt_car,17,vt_engine,14.93,604
812,vt_car,2,vt_engine,23.16,389
812,vt_car,33,vt_engine,21.38,421
813,vt_car,28,vt_engine,16.44,540
814,vt_car,12,vt_engine,20.78,427
815,vt_car,37,vt_engine,23.08,384
816,vt_car,29,vt_engine,31.67,278.5
817,vt_car,25,vt_engine,23.05,384
818,vt_car,54,vt_engine,16.55,533
819,vt_car,23,vt_engine,15.42,572
820,vt_car,61,vt_engine,20.58,433
821,vt_car,26,vt_engine,15.69,565
821,vt_car,50,vt_engine,21,423
822,vt_car,5,vt_engine,53.97,165
823,vt_car,50,vt_engine,18.63,472
824,vt_car,40,vt_engine,23.6,380
824,vt_car,45,vt_engine,19.85,451
825,vt_car,40,vt_engine,23.07,388
825,vt_car,47,vt_engine,20.94,428
826,vt_car,4,vt_engine,35.02,253
